,molecule_chembl_id,canonical_smiles,bioactivity_class,MW,LogP,NumHDonors,NumHAcceptors,pIC50
680,CHEMBL5782511,Cc1cc(/C=C/c2ccc(Sc3ccoc3C3NC(=O)NC3=O)cc2)ccn1,active,391.4520000000001,4.185120000000002,2.0,5.0,9.0
681,CHEMBL5919217,CCC1(c2occc2Sc2ccc(/C=C/c3ccnc(C)c3)cc2)NC(=O)NC1=O,active,419.5060000000001,4.749320000000004,2.0,5.0,9.0
682,CHEMBL6001334,Cc1cc(C#Cc2ccc(Sc3ccncc3C3NC(=O)NC3=O)cc2)ccn1,active,400.4630000000001,3.216520000000001,2.0,5.0,8.259637310505756
683,CHEMBL5874882,Cc1cc(/C=C/c2ccc(Sc3ccncc3C3NC(=O)NC3=O)cc2)ccn1,active,402.4790000000001,3.9871200000000018,2.0,5.0,9.0
684,CHEMBL5867169,Cc1cc(/C=C/c2ccc(Oc3ccncc3C3NC(=O)NC3=O)cc2)ccn1,active,386.4110000000001,3.6282200000000016,2.0,5.0,9.0
685,CHEMBL5804712,Cc1cc(C#Cc2ccc(Oc3ccncc3C3NC(=O)NC3=O)cc2)ccn1,active,384.3950000000001,2.8576200000000007,2.0,5.0,8.259637310505756
686,CHEMBL5742512,CCC1(c2cnccc2Sc2ccc(/C=C/c3ccnc(C)c3)cc2)NC(=O)NC1=O,active,430.53300000000013,4.551320000000003,2.0,5.0,9.0
687,CHEMBL5800908,Cc1cc(C#Cc2ccc(Sc3ccsc3C3NC(=O)NC3=O)cc2)ccn1,active,405.5040000000001,3.883020000000002,2.0,5.0,9.0
688,CHEMBL6006240,Cc1cc(/C=C/c2ccc(Sc3ccsc3C3NC(=O)NC3=O)cc2)ccn1,active,407.5200000000001,4.653620000000003,2.0,5.0,9.0
689,CHEMBL5761540,Cc1cc(C#Cc2ccc(Sc3cnn(C)c3C3NC(=O)NC3=O)cc2)ccn1,active,403.46700000000004,2.5550200000000007,2.0,5.0,9.0
690,CHEMBL6013997,Cc1cc(/C=C/c2ccc(Sc3cnn(C)c3C3NC(=O)NC3=O)cc2)ccn1,active,405.48300000000006,3.3256200000000007,2.0,5.0,9.0
