action_type,activity_comment,activity_id,activity_properties,assay_chembl_id,assay_description,assay_type,assay_variant_accession,assay_variant_mutation,bao_endpoint,bao_format,bao_label,canonical_smiles,data_validity_comment,data_validity_description,document_chembl_id,document_journal,document_year,ligand_efficiency,molecule_chembl_id,molecule_pref_name,parent_molecule_chembl_id,pchembl_value,potential_duplicate,qudt_units,record_id,relation,src_id,standard_flag,standard_relation,standard_text_value,standard_type,standard_units,standard_upper_value,standard_value,target_chembl_id,target_organism,target_pref_name,target_tax_id,text_value,toid,type,units,uo_units,upper_value,value
,,2063184,[],CHEMBL943099,Inhibition of MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(OC1CCC1)c1cccc(=O)[nH]1,,,CHEMBL1141363,Bioorg Med Chem Lett,2007,"{'bei': '22.22', 'le': '0.42', 'lle': '3.21', 'sei': '7.26'}",CHEMBL251937,,CHEMBL251937,4.29,0,http://www.openphacts.org/units/Nanomolar,684783,=,1,1,=,,IC50,nM,,51000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,51.0
,,2063185,[],CHEMBL943099,Inhibition of MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(OCc1cc(F)c(F)cc1F)c1cccc(=O)[nH]1,,,CHEMBL1141363,Bioorg Med Chem Lett,2007,"{'bei': '15.01', 'le': '0.29', 'lle': '2.10', 'sei': '7.19'}",CHEMBL398450,,CHEMBL398450,4.25,0,http://www.openphacts.org/units/Nanomolar,684803,=,1,1,=,,IC50,nM,,56000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,56.0
,,2063187,[],CHEMBL943099,Inhibition of MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,CCCCCCCn1cc(C2=NCCO2)nn1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1141363,Bioorg Med Chem Lett,2007,,CHEMBL400850,,CHEMBL400850,,0,http://www.openphacts.org/units/Nanomolar,684851,>,1,1,>,,IC50,nM,,150000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,150.0
,,2063190,[],CHEMBL943099,Inhibition of MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,c1ccc(Cn2nnc(Cc3cccnc3)n2)cc1,Outside typical range,"Values for this activity type are unusually large/small, so may not be accurate",CHEMBL1141363,Bioorg Med Chem Lett,2007,,CHEMBL400357,,CHEMBL400357,,0,http://www.openphacts.org/units/Nanomolar,684857,>,1,1,>,,IC50,nM,,150000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,150.0
,,2078824,[],CHEMBL946133,Inhibition of MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,CSc1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1,,,CHEMBL1141492,Bioorg Med Chem Lett,2008,"{'bei': '11.92', 'le': '0.23', 'lle': '2.99', 'sei': '4.98'}",CHEMBL402436,,CHEMBL402436,6.27,0,http://www.openphacts.org/units/Nanomolar,689171,=,1,1,=,,IC50,nM,,540.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,540.0
,,2078833,[],CHEMBL946133,Inhibition of MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,Cc1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1,,,CHEMBL1141492,Bioorg Med Chem Lett,2008,"{'bei': '13.38', 'le': '0.25', 'lle': '3.74', 'sei': '5.25'}",CHEMBL403186,,CHEMBL403186,6.60,0,http://www.openphacts.org/units/Nanomolar,689173,=,1,1,=,,IC50,nM,,250.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,250.0
,,2078842,[],CHEMBL946133,Inhibition of MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,CC(C)c1nc2ccccc2n1Cc1ccc(C(=O)N[C@@H]2CN(C(=O)OC(C)(C)C)C[C@@H]2C(=O)NO)cc1,,,CHEMBL1141492,Bioorg Med Chem Lett,2008,"{'bei': '12.29', 'le': '0.23', 'lle': '2.73', 'sei': '5.09'}",CHEMBL447787,,CHEMBL447787,6.41,0,http://www.openphacts.org/units/Nanomolar,689175,=,1,1,=,,IC50,nM,,390.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,390.0
,,2078955,[],CHEMBL946133,Inhibition of MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cn2c(C(F)(F)F)nc3ccccc32)cc1,,,CHEMBL1141492,Bioorg Med Chem Lett,2008,"{'bei': '11.02', 'le': '0.21', 'lle': '2.36', 'sei': '4.83'}",CHEMBL253275,,CHEMBL253275,5.10,1,http://www.openphacts.org/units/Nanomolar,689188,=,1,1,=,,IC50,nM,,8000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,8000.0
,,2107833,[],CHEMBL931884,Inhibition of MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(OCc1ccccc1)c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1,,,CHEMBL1142320,J Med Chem,2008,,CHEMBL409536,,CHEMBL409536,,1,http://www.openphacts.org/units/Nanomolar,694102,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,100000.0
,,2108368,[],CHEMBL948162,Inhibition of human recombinant MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,N[C@H]1CCCC[C@H]1NC(=O)P(=O)(O)O,,,CHEMBL1142339,J Med Chem,2008,,CHEMBL270083,,CHEMBL270083,,1,http://www.openphacts.org/units/Nanomolar,694538,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,100.0
,,2108376,[],CHEMBL948162,Inhibition of human recombinant MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,N[C@@H]1CCCC[C@H]1NC(=O)P(=O)(O)O,,,CHEMBL1142339,J Med Chem,2008,,CHEMBL270296,,CHEMBL270296,,0,http://www.openphacts.org/units/Nanomolar,694539,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,100.0
,,2185112,[],CHEMBL952575,Inhibition of MMP12 catalytic domain,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(OCc1ccccc1)c1cn2c(=O)n(Cc3ccccc3)c(=O)cc2s1,,,CHEMBL1156486,J Biol Chem,2007,,CHEMBL409536,,CHEMBL409536,,0,http://www.openphacts.org/units/Nanomolar,791800,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,100000.0
,,2185130,[],CHEMBL952575,Inhibition of MMP12 catalytic domain,B,,,BAO_0000190,BAO_0000357,single protein format,CNC(=O)[C@H](Cc1c[nH]c2ccccc12)NC(=O)[C@@H](CC(=O)NO)CC(C)C,,,CHEMBL1156486,J Biol Chem,2007,"{'bei': '21.35', 'le': '0.40', 'lle': '6.79', 'sei': '6.72'}",CHEMBL19611,ILOMASTAT,CHEMBL19611,8.29,0,http://www.openphacts.org/units/Nanomolar,717916,=,1,1,=,,IC50,nM,,5.1,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,5.1
,,2185131,[],CHEMBL952575,Inhibition of MMP12 catalytic domain,B,,,BAO_0000190,BAO_0000357,single protein format,Cn1c(=O)n(Cc2ccc(C(=O)O)cc2)c(=O)c2cc(C#CCc3ccccc3)ccc21,,,CHEMBL1156486,J Biol Chem,2007,,CHEMBL496942,,CHEMBL496942,,0,http://www.openphacts.org/units/Nanomolar,791801,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,100000.0
,,2253594,[],CHEMBL1002955,Inhibition of MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(N[C@@H]1CCOC[C@@H]1C(=O)NO)c1ccc(Cn2c(C(F)(F)F)nc3ccccc32)cc1,,,CHEMBL1141723,Bioorg Med Chem,2008,"{'bei': '11.02', 'le': '0.21', 'lle': '2.36', 'sei': '4.83'}",CHEMBL253275,,CHEMBL253275,5.10,0,http://www.openphacts.org/units/Nanomolar,774578,=,1,1,=,,IC50,nM,,8000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,8000.0
,,2253717,[],CHEMBL1002955,Inhibition of MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,O=C(O)C[C@@H](NC(=O)c1cc(-c2ccc(-c3ccncc3)cc2)cs1)c1ccccc1,,,CHEMBL1141723,Bioorg Med Chem,2008,"{'bei': '18.33', 'le': '0.35', 'lle': '2.43', 'sei': '9.91'}",CHEMBL508461,,CHEMBL508461,7.85,0,http://www.openphacts.org/units/Nanomolar,774694,=,1,1,=,,IC50,nM,,14.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,0.014
,,2253759,[],CHEMBL1002955,Inhibition of MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,N[C@H]1CCCC[C@H]1NC(=O)P(=O)(O)O,,,CHEMBL1141723,Bioorg Med Chem,2008,,CHEMBL270083,,CHEMBL270083,,0,http://www.openphacts.org/units/Nanomolar,775264,>,1,1,>,,IC50,nM,,100000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,100.0
,,2253850,[],CHEMBL1002955,Inhibition of MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,CN1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CCN(c2ccc(C(F)(F)F)cn2)CC1,,,CHEMBL1141723,Bioorg Med Chem,2008,"{'bei': '14.15', 'le': '0.28', 'lle': '4.90', 'sei': '7.02'}",CHEMBL497985,,CHEMBL497985,6.25,0,http://www.openphacts.org/units/Nanomolar,775423,=,1,1,=,,IC50,nM,,564.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,564.0
,,2253859,[],CHEMBL1002955,Inhibition of MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,COC(=O)N1CC2(CC2)C[C@H](C(=O)NO)[C@H]1C(=O)N1CC=C(c2ccccc2)CC1,,,CHEMBL1141723,Bioorg Med Chem,2008,"{'bei': '18.79', 'le': '0.35', 'lle': '5.73', 'sei': '7.83'}",CHEMBL434567,,CHEMBL434567,7.77,0,http://www.openphacts.org/units/Nanomolar,775424,=,1,1,=,,IC50,nM,,17.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,17.0
,,2253886,[],CHEMBL1002955,Inhibition of MMP12,B,,,BAO_0000190,BAO_0000357,single protein format,COc1ccc(C2=NNC3(S2)C(=O)N(Cc2ccccc2)c2ccc(C)cc23)cc1,,,CHEMBL1141723,Bioorg Med Chem,2008,,CHEMBL401435,,CHEMBL401435,,1,http://www.openphacts.org/units/Nanomolar,774701,>,1,1,>,,IC50,nM,,22000.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,uM,UO_0000065,,22.0
,,2279037,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)[C@H](NS(=O)(=O)c1ccc(-c2ccc(NC(=O)c3cc4ccccc4o3)cc2)cc1)C(=O)O,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '15.95', 'le': '0.31', 'lle': '3.11', 'sei': '6.25'}",CHEMBL187523,,CHEMBL187523,7.85,1,http://www.openphacts.org/units/Nanomolar,754013,=,1,1,=,,IC50,nM,,14.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,14.0
,,2279038,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)[C@@H](NS(=O)(=O)c1ccc2oc3ccccc3c2c1)C(=O)O,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '21.36', 'le': '0.42', 'lle': '4.45', 'sei': '7.68'}",CHEMBL449228,,CHEMBL449228,7.42,1,http://www.openphacts.org/units/Nanomolar,754014,=,1,1,=,,IC50,nM,,38.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,38.0
,,2279039,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)[C@H](NS(=O)(=O)c1ccc2oc3ccccc3c2c1)C(=O)O,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '17.91', 'le': '0.35', 'lle': '3.25', 'sei': '6.44'}",CHEMBL515439,,CHEMBL515439,6.22,1,http://www.openphacts.org/units/Nanomolar,754015,=,1,1,=,,IC50,nM,,600.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,600.0
,,2279040,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)[C@@H](NS(=O)(=O)c1ccc2oc3cc(NS(C)(=O)=O)ccc3c2c1)C(=O)O,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '18.07', 'le': '0.37', 'lle': '5.61', 'sei': '5.57'}",CHEMBL475230,,CHEMBL475230,7.96,0,http://www.openphacts.org/units/Nanomolar,754016,=,1,1,=,,IC50,nM,,11.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,11.0
,,2279041,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)[C@H](NS(=O)(=O)c1ccc2oc3cc(NS(C)(=O)=O)ccc3c2c1)C(=O)O,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '15.37', 'le': '0.32', 'lle': '4.42', 'sei': '4.74'}",CHEMBL475231,,CHEMBL475231,6.77,0,http://www.openphacts.org/units/Nanomolar,754017,=,1,1,=,,IC50,nM,,170.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,170.0
,,2279042,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)[C@@H](NS(=O)(=O)c1ccc2oc3cc(NS(=O)(=O)C(C)C)ccc3c2c1)C(=O)O,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '15.58', 'le': '0.32', 'lle': '4.18', 'sei': '5.11'}",CHEMBL474397,,CHEMBL474397,7.30,0,http://www.openphacts.org/units/Nanomolar,754109,=,1,1,=,,IC50,nM,,50.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,50.0
,,2279043,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,Cc1noc(C)c1S(=O)(=O)Nc1ccc2c(c1)oc1ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc12,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '10.74', 'le': '0.22', 'lle': '2.22', 'sei': '3.32'}",CHEMBL474398,,CHEMBL474398,5.60,0,http://www.openphacts.org/units/Nanomolar,754110,=,1,1,=,,IC50,nM,,2500.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,2500.0
,,2279044,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)[C@@H](NS(=O)(=O)c1ccc2oc3cc(NS(=O)(=O)c4ccccc4)ccc3c2c1)C(=O)O,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '13.93', 'le': '0.28', 'lle': '3.23', 'sei': '4.90'}",CHEMBL473610,,CHEMBL473610,7.00,0,http://www.openphacts.org/units/Nanomolar,754111,=,1,1,=,,IC50,nM,,100.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,100.0
,,2279045,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NS(C)(=O)=O)cc12)C(=O)O,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '18.13', 'le': '0.38', 'lle': '5.64', 'sei': '5.59'}",CHEMBL473611,,CHEMBL473611,7.99,0,http://www.openphacts.org/units/Nanomolar,754112,=,1,1,=,,IC50,nM,,10.3,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,10.3
,,2279046,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NS(=O)(=O)CC(F)(F)F)cc12)C(=O)O,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '14.07', 'le': '0.30', 'lle': '3.87', 'sei': '5.01'}",CHEMBL475619,,CHEMBL475619,7.16,0,http://www.openphacts.org/units/Nanomolar,754189,=,1,1,=,,IC50,nM,,70.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,70.0
,,2279047,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)Nc1ccc2c(c1)oc1ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc12,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '19.37', 'le': '0.38', 'lle': '4.99', 'sei': '6.03'}",CHEMBL474456,,CHEMBL474456,8.14,0,http://www.openphacts.org/units/Nanomolar,754190,=,1,1,=,,IC50,nM,,7.2,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,7.2
,,2279048,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CCCOC(=O)Nc1ccc2c(c1)oc1ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc12,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '17.51', 'le': '0.35', 'lle': '3.92', 'sei': '5.82'}",CHEMBL474457,,CHEMBL474457,7.85,0,http://www.openphacts.org/units/Nanomolar,754191,=,1,1,=,,IC50,nM,,14.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,14.0
,,2279049,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)OC(=O)Nc1ccc2c(c1)oc1ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc12,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '16.52', 'le': '0.33', 'lle': '3.48', 'sei': '5.49'}",CHEMBL474622,,CHEMBL474622,7.41,0,http://www.openphacts.org/units/Nanomolar,754192,=,1,1,=,,IC50,nM,,39.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,39.0
,,2279050,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)[C@@H](NS(=O)(=O)c1ccc2oc3cc(NC(=O)Oc4ccccc4)ccc3c2c1)C(=O)O,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '15.23', 'le': '0.30', 'lle': '2.77', 'sei': '5.44'}",CHEMBL492314,,CHEMBL492314,7.35,0,http://www.openphacts.org/units/Nanomolar,754273,=,1,1,=,,IC50,nM,,45.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,45.0
,,2279051,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)Nc1cc2oc3ccc(S(=O)(=O)N[C@@H](C(=O)O)C(C)C)cc3c2cc1Br,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '11.97', 'le': '0.27', 'lle': '2.07', 'sei': '4.43'}",CHEMBL450549,,CHEMBL450549,5.98,0,http://www.openphacts.org/units/Nanomolar,754274,=,1,1,=,,IC50,nM,,1050.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,1050.0
,,2279052,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)Nc1cc2oc3ccc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)cc3c2cc1Br,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '10.83', 'le': '0.25', 'lle': '1.50', 'sei': '4.01'}",CHEMBL492315,,CHEMBL492315,5.41,0,http://www.openphacts.org/units/Nanomolar,754275,=,1,1,=,,IC50,nM,,3900.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,3900.0
,,2279053,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,COC(=O)Nc1ccc2oc3cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc3c2c1,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '20.69', 'le': '0.41', 'lle': '5.55', 'sei': '6.45'}",CHEMBL523034,,CHEMBL523034,8.70,1,http://www.openphacts.org/units/Nanomolar,754276,=,1,1,=,,IC50,nM,,2.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,2.0
,,2279054,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CCOC(=O)Nc1ccc2oc3cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc3c2c1,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '19.11', 'le': '0.38', 'lle': '4.76', 'sei': '6.15'}",CHEMBL523035,,CHEMBL523035,8.30,1,http://www.openphacts.org/units/Nanomolar,754351,=,1,1,=,,IC50,nM,,5.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,5.0
,,2279055,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CCCOC(=O)Nc1ccc2oc3cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc3c2c1,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '18.40', 'le': '0.36', 'lle': '4.32', 'sei': '6.12'}",CHEMBL494528,,CHEMBL494528,8.25,0,http://www.openphacts.org/units/Nanomolar,754352,=,1,1,=,,IC50,nM,,5.6,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,5.6
,,2279056,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)COC(=O)Nc1ccc2oc3cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc3c2c1,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '18.01', 'le': '0.36', 'lle': '4.15', 'sei': '6.17'}",CHEMBL494529,,CHEMBL494529,8.33,0,http://www.openphacts.org/units/Nanomolar,754353,=,1,1,=,,IC50,nM,,4.7,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,4.7
,,2279057,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NC(=O)OCCF)cc12)C(=O)O,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '19.18', 'le': '0.38', 'lle': '5.19', 'sei': '6.43'}",CHEMBL523201,,CHEMBL523201,8.68,0,http://www.openphacts.org/units/Nanomolar,754354,=,1,1,=,,IC50,nM,,2.1,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,2.1
,,2279058,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NC(=O)Oc3ccccc3)cc12)C(=O)O,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '16.56', 'le': '0.32', 'lle': '3.41', 'sei': '5.92'}",CHEMBL523357,,CHEMBL523357,7.99,0,http://www.openphacts.org/units/Nanomolar,754457,=,1,1,=,,IC50,nM,,10.2,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,10.2
,,2279059,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NC(=O)Oc3ccccc3Cl)cc12)C(=O)O,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '15.82', 'le': '0.32', 'lle': '2.94', 'sei': '6.06'}",CHEMBL493750,,CHEMBL493750,8.18,0,http://www.openphacts.org/units/Nanomolar,754458,=,1,1,=,,IC50,nM,,6.6,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,6.6
,,2279060,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,CC(C)[C@H](NS(=O)(=O)c1ccc2c(c1)oc1ccc(NC(=O)Oc3ccc(F)cc3)cc12)C(=O)O,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '16.17', 'le': '0.32', 'lle': '3.37', 'sei': '6.00'}",CHEMBL492531,,CHEMBL492531,8.09,0,http://www.openphacts.org/units/Nanomolar,754459,=,1,1,=,,IC50,nM,,8.1,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,8.1
,,2279061,[],CHEMBL960887,Inhibition of human recombinant MMP12 expressed in Escherichia coli,B,,,BAO_0000190,BAO_0000019,assay format,Cc1ccc(OC(=O)Nc2ccc3oc4cc(S(=O)(=O)N[C@H](C(=O)O)C(C)C)ccc4c3c2)cc1,,,CHEMBL1153372,J Med Chem,2009,"{'bei': '15.82', 'le': '0.31', 'lle': '2.96', 'sei': '5.82'}",CHEMBL523670,,CHEMBL523670,7.85,0,http://www.openphacts.org/units/Nanomolar,754460,=,1,1,=,,IC50,nM,,14.0,CHEMBL4393,Homo sapiens,Macrophage metalloelastase,9606,,,IC50,nM,UO_0000065,,14.0
